Nombre del Café,Descripción,Tipo de Producto,Tags,Vendor,Handle,Variante,Precio,SKU
Blackdrop - Café Blend Evolve,"<p>Evolve es un blend diseñado para transformar tu experiencia del café, con sutiles matices dulces, delicados toques a uva y una nota principal achocolatada. Esta propuesta es la respuesta a la evolución en perfiles de tostados medios para resaltar sabores vivos y frescos, que responde a una creciente demanda.</p><p>¡No dejes pasar esta oportunidad!</p><p>Características: Blend de Honduras Copan, Lavado &amp; Colombia Huila, Lavado</p><script src=""chrome-extension://lopnbnfpjmgpbppclhclehhgafnifija/aiscripts/script-main.js""></script>",Café,"Blend, Cafe, Café en Grano, Café Molido, Con Cafeína, Honduras, Origen, Perfil de sabor: Acaramelado y/o achocolatado, Todo café, Todos, Tueste Medio",Blackdrop Coffee,cafe-blend-evolve,Grano / 227,11990,MCMK00026
Blackdrop - Café Blend Evolve,"<p>Evolve es un blend diseñado para transformar tu experiencia del café, con sutiles matices dulces, delicados toques a uva y una nota principal achocolatada. Esta propuesta es la respuesta a la evolución en perfiles de tostados medios para resaltar sabores vivos y frescos, que responde a una creciente demanda.</p><p>¡No dejes pasar esta oportunidad!</p><p>Características: Blend de Honduras Copan, Lavado &amp; Colombia Huila, Lavado</p><script src=""chrome-extension://lopnbnfpjmgpbppclhclehhgafnifija/aiscripts/script-main.js""></script>",Café,"Blend, Cafe, Café en Grano, Café Molido, Con Cafeína, Honduras, Origen, Perfil de sabor: Acaramelado y/o achocolatado, Todo café, Todos, Tueste Medio",Blackdrop Coffee,cafe-blend-evolve,Molido / 227,11990,MCMK00027
Blackdrop - Café Blend Gold City,"<p>Gold City es un blend exclusivo reconocido por su tueste medio y su perfil distintivo, con notas cítricas y florales, resultado de una cuidadosa mezcla de cafés etíopes y colombianos. Este blend ofrece una experiencia completa, combinando la frescura, con una delicada y sutil acidez y con la dulzura característica del café etíope. No pierdas la oportunidad de descubrir una nueva generación de cafés.</p>
<p>Características: Blend de Colombia Huila, Lavado &amp; Etiopia Sidama, Lavado</p>
<p>Especie: Blend</p>
<p>Café: Con Cafeína</p>
<p>Perfil de tueste: Medio</p>
<p>Perfil de sabor: Frutal y/o floral</p>
<p>Intensidad: Media</p>
<p>Acidez: Media</p>
<p>Peso (gramos): 227</p>
<!---->",Cafe,"20%, 60, Acidez: Media, Blend, Café, Café en Grano, Café Molido, Con Cafeína, Intensidad: Media, Origen, Origen: Colombia, Origen: Etiopía, Perfil de sabor: Frutal y/o floral, Todo café, Todos, Tueste Medio",Blackdrop Coffee,cafe-blend-gold-city,MOLIDO / 227,4795,EMDC025
Blackdrop - Café Blend Gold City,"<p>Gold City es un blend exclusivo reconocido por su tueste medio y su perfil distintivo, con notas cítricas y florales, resultado de una cuidadosa mezcla de cafés etíopes y colombianos. Este blend ofrece una experiencia completa, combinando la frescura, con una delicada y sutil acidez y con la dulzura característica del café etíope. No pierdas la oportunidad de descubrir una nueva generación de cafés.</p>
<p>Características: Blend de Colombia Huila, Lavado &amp; Etiopia Sidama, Lavado</p>
<p>Especie: Blend</p>
<p>Café: Con Cafeína</p>
<p>Perfil de tueste: Medio</p>
<p>Perfil de sabor: Frutal y/o floral</p>
<p>Intensidad: Media</p>
<p>Acidez: Media</p>
<p>Peso (gramos): 227</p>
<!---->",Cafe,"20%, 60, Acidez: Media, Blend, Café, Café en Grano, Café Molido, Con Cafeína, Intensidad: Media, Origen, Origen: Colombia, Origen: Etiopía, Perfil de sabor: Frutal y/o floral, Todo café, Todos, Tueste Medio",Blackdrop Coffee,cafe-blend-gold-city,GRANO / 227,11990,EMDC026
Blackdrop - Café Blend Siena,"<p>Siena representa la esencia del café italiano con su tueste alto y su cuidadosa selección de cafés arábicas especiales. Este blend ha sido meticulosamente creado para ofrecer un espresso de carácter consistente y un cuerpo cremoso que cautiva los sentidos. Sobresale por su intensidad, donde las notas achocolatadas se entrelazan con matices de frutos secos, culminando en un amargor medio alto.</p><p>Una verdadera narrativa en cada taza. Un café con una historia que contar.</p><p>Características: Blend de Brasil Cerrado mineiro, Natural &amp; India Kerala, Natural, robusta</p><script src=""chrome-extension://lopnbnfpjmgpbppclhclehhgafnifija/aiscripts/script-main.js""></script>",Café,"Blend, Cafe, Café en Grano, Café Molido, Con Cafeína, Origen, Todo café, Todos, Tueste: Intenso",Blackdrop Coffee,cafe-blend-siena,Grano / 227,11990,MCMK00024
Blackdrop - Café Blend Siena,"<p>Siena representa la esencia del café italiano con su tueste alto y su cuidadosa selección de cafés arábicas especiales. Este blend ha sido meticulosamente creado para ofrecer un espresso de carácter consistente y un cuerpo cremoso que cautiva los sentidos. Sobresale por su intensidad, donde las notas achocolatadas se entrelazan con matices de frutos secos, culminando en un amargor medio alto.</p><p>Una verdadera narrativa en cada taza. Un café con una historia que contar.</p><p>Características: Blend de Brasil Cerrado mineiro, Natural &amp; India Kerala, Natural, robusta</p><script src=""chrome-extension://lopnbnfpjmgpbppclhclehhgafnifija/aiscripts/script-main.js""></script>",Café,"Blend, Cafe, Café en Grano, Café Molido, Con Cafeína, Origen, Todo café, Todos, Tueste: Intenso",Blackdrop Coffee,cafe-blend-siena,Molido / 227,11990,MCMK00025
Blackdrop - Café Colombia Granja la esperanza,"<p>Granja La Esperanza es una finca cafetera de renombre ubicada en el Valle del Cauca, Colombia, reconocida por su excepcional café, ganador de innumerables competencias.</p>
<p>En esta ocasión, tienes la oportunidad de disfrutar de un café de la variedad Sidra, procesado de manera natural, el mismo café que llevó a Carlos Medina a ganar el Campeonato Mundial de Brewers en Atenas 2023.</p>
<p>Un café excepcional, verdaderamente especial.</p>
<p>Características:</p>
<p>Origen: Colombia, Valle del cauca ; Altitud: 1,400 - 2.000 metros sobre el nivel del mar</p>
<p>Notas de sabor: Manzana roja, sandía, té verde, frutos rojos, cacao, aromático, menta, cítrico, mango y residual prolongado a guanábana fruta.; </p>
<p>Acidez: Alta,  málica</p>
<p>Cuerpo: cuerpo cremoso</p>
<p>Proceso: Natural</p>
<p> </p>",Café,"Acidez: Alta, Cafe, Café en Grano, Café Molido, Colombia, Con Cafeína, Origen, Origen: Colombia, Perfil de sabor: Frutal y/o floral, Todo café, Todos",Blackdrop Coffee,cafe-colombia-granja-la-esperanza,Grano / 100,39990,MCMK00038
Blackdrop - Café Colombia Granja la esperanza,"<p>Granja La Esperanza es una finca cafetera de renombre ubicada en el Valle del Cauca, Colombia, reconocida por su excepcional café, ganador de innumerables competencias.</p>
<p>En esta ocasión, tienes la oportunidad de disfrutar de un café de la variedad Sidra, procesado de manera natural, el mismo café que llevó a Carlos Medina a ganar el Campeonato Mundial de Brewers en Atenas 2023.</p>
<p>Un café excepcional, verdaderamente especial.</p>
<p>Características:</p>
<p>Origen: Colombia, Valle del cauca ; Altitud: 1,400 - 2.000 metros sobre el nivel del mar</p>
<p>Notas de sabor: Manzana roja, sandía, té verde, frutos rojos, cacao, aromático, menta, cítrico, mango y residual prolongado a guanábana fruta.; </p>
<p>Acidez: Alta,  málica</p>
<p>Cuerpo: cuerpo cremoso</p>
<p>Proceso: Natural</p>
<p> </p>",Café,"Acidez: Alta, Cafe, Café en Grano, Café Molido, Colombia, Con Cafeína, Origen, Origen: Colombia, Perfil de sabor: Frutal y/o floral, Todo café, Todos",Blackdrop Coffee,cafe-colombia-granja-la-esperanza,Molido / 100,39990,MCMK00039
Blackdrop - Café Colombia Granja Paraíso 92,"<p>Presentamos un microlote de proceso natural avanzado, conocido como Pink Bourbon, cultivado en el Valle del Cauca, específicamente en la Finca La Macarena. Este lote se distingue por su perfil único y por ser el café que llevó a Pedro Ricardo, miembro del equipo Blackdrop, a ganar el campeonato nacional de baristas y clasificar para el mundial en Busan, Corea del Sur.</p>
<p>Este café exhibe notas excepcionales, destacando los sabores de frutos rojos, rosas y maracuyá, entre otros. Ahora te toca a ti extraerlo y descubrir todo su potencial.</p>
<p>Se trata de un café frutal que resalta la innovación en los procesos de fermentación y la calidad de los cafés colombianos.</p>
<p>Características:</p>
<p>Origen: Colombia, Valle del Cauca ; Altitud: 1,500 - 2,000 metros sobre el nivel del mar</p>
<p>Notas de sabor: Frutos tropicales, maracuyá, rosas, flor de magnolias</p>
<p>Acidez: Media alta balanceada</p>
<p>Cuerpo: Medio</p>
<p>Proceso: Lavado, fermentación avanzada con levaduras y mosto.</p>
<p> </p>",Café,"Acidez: Alta, Acidez: Media, Cafe, Café en Grano, Café Molido, Colombia, Con Cafeína, Origen, Origen: Colombia, Perfil de sabor: Frutal y/o floral, Todo café, Todos",Blackdrop Coffee,cafe-colombia-granja-paraiso-92,Grano / 100,22990,MCMK00040
Blackdrop - Café Colombia Granja Paraíso 92,"<p>Presentamos un microlote de proceso natural avanzado, conocido como Pink Bourbon, cultivado en el Valle del Cauca, específicamente en la Finca La Macarena. Este lote se distingue por su perfil único y por ser el café que llevó a Pedro Ricardo, miembro del equipo Blackdrop, a ganar el campeonato nacional de baristas y clasificar para el mundial en Busan, Corea del Sur.</p>
<p>Este café exhibe notas excepcionales, destacando los sabores de frutos rojos, rosas y maracuyá, entre otros. Ahora te toca a ti extraerlo y descubrir todo su potencial.</p>
<p>Se trata de un café frutal que resalta la innovación en los procesos de fermentación y la calidad de los cafés colombianos.</p>
<p>Características:</p>
<p>Origen: Colombia, Valle del Cauca ; Altitud: 1,500 - 2,000 metros sobre el nivel del mar</p>
<p>Notas de sabor: Frutos tropicales, maracuyá, rosas, flor de magnolias</p>
<p>Acidez: Media alta balanceada</p>
<p>Cuerpo: Medio</p>
<p>Proceso: Lavado, fermentación avanzada con levaduras y mosto.</p>
<p> </p>",Café,"Acidez: Alta, Acidez: Media, Cafe, Café en Grano, Café Molido, Colombia, Con Cafeína, Origen, Origen: Colombia, Perfil de sabor: Frutal y/o floral, Todo café, Todos",Blackdrop Coffee,cafe-colombia-granja-paraiso-92,Molido / 100,22990,MCMK00041
Blackdrop - Café Costa Rica Las Lajas,"<p>Sumérgete en la complejidad de este microlote proveniente del beneficio Las Lajas en Costa Rica, caracterizado por sus dulces tonos de amaretto y la vibrante presencia de frutos rojos. Cultivado con esmero en la finca La Esperanza y utilizando la especial variedad autóctona San Isidro 48, este café te invita a explorar una experiencia sensorial intensa y única. Con sus diversas notas, esta selección ofrece algo verdaderamente distinto que merece ser descubierto y disfrutado.</p>
<p>Características: Origen: Costa Rica, Sabanilla de Alajuela; Altitud: 1,300 - 1,700 metros sobre el nivel del mar; Notas de sabor: Frutos rojos, chirimoya, licor de amaretto, yogurt de fruta, papaya,  y residual prolongado; Acidez: media y  balanceada; Cuerpo: Redondo; Proceso: Natural anaeróbico.</p>
<p>Especie: Arábica</p>
<p>Café: Con Cafeína</p>
<p>Origen: Costa Rica</p>
<p>Perfil de tueste: Medio</p>
<p>Perfil de sabor: Frutal y/o floral</p>
<p>Intensidad: Media</p>
<p>Acidez: Alta</p>
<p>Peso (gramos): 227</p>
<!---->",Cafe,"40%, 60, Acidez: Alta, Arábica, Café, Café en Grano, Café Molido, Con Cafeína, Costa Rica, Intensidad: Media, Origen, Origen: Costa Rica, Perfil de sabor: Frutal y/o floral, Todo café, Todos, Tueste Medio",Blackdrop Coffee,costa-rica-las-lajas,MOLIDO / 227,8395,EMDC029
Blackdrop - Café Costa Rica Las Lajas,"<p>Sumérgete en la complejidad de este microlote proveniente del beneficio Las Lajas en Costa Rica, caracterizado por sus dulces tonos de amaretto y la vibrante presencia de frutos rojos. Cultivado con esmero en la finca La Esperanza y utilizando la especial variedad autóctona San Isidro 48, este café te invita a explorar una experiencia sensorial intensa y única. Con sus diversas notas, esta selección ofrece algo verdaderamente distinto que merece ser descubierto y disfrutado.</p>
<p>Características: Origen: Costa Rica, Sabanilla de Alajuela; Altitud: 1,300 - 1,700 metros sobre el nivel del mar; Notas de sabor: Frutos rojos, chirimoya, licor de amaretto, yogurt de fruta, papaya,  y residual prolongado; Acidez: media y  balanceada; Cuerpo: Redondo; Proceso: Natural anaeróbico.</p>
<p>Especie: Arábica</p>
<p>Café: Con Cafeína</p>
<p>Origen: Costa Rica</p>
<p>Perfil de tueste: Medio</p>
<p>Perfil de sabor: Frutal y/o floral</p>
<p>Intensidad: Media</p>
<p>Acidez: Alta</p>
<p>Peso (gramos): 227</p>
<!---->",Cafe,"40%, 60, Acidez: Alta, Arábica, Café, Café en Grano, Café Molido, Con Cafeína, Costa Rica, Intensidad: Media, Origen, Origen: Costa Rica, Perfil de sabor: Frutal y/o floral, Todo café, Todos, Tueste Medio",Blackdrop Coffee,costa-rica-las-lajas,MOLIDO / 100,18990,EMDC029
Blackdrop - Café Costa Rica Las Lajas,"<p>Sumérgete en la complejidad de este microlote proveniente del beneficio Las Lajas en Costa Rica, caracterizado por sus dulces tonos de amaretto y la vibrante presencia de frutos rojos. Cultivado con esmero en la finca La Esperanza y utilizando la especial variedad autóctona San Isidro 48, este café te invita a explorar una experiencia sensorial intensa y única. Con sus diversas notas, esta selección ofrece algo verdaderamente distinto que merece ser descubierto y disfrutado.</p>
<p>Características: Origen: Costa Rica, Sabanilla de Alajuela; Altitud: 1,300 - 1,700 metros sobre el nivel del mar; Notas de sabor: Frutos rojos, chirimoya, licor de amaretto, yogurt de fruta, papaya,  y residual prolongado; Acidez: media y  balanceada; Cuerpo: Redondo; Proceso: Natural anaeróbico.</p>
<p>Especie: Arábica</p>
<p>Café: Con Cafeína</p>
<p>Origen: Costa Rica</p>
<p>Perfil de tueste: Medio</p>
<p>Perfil de sabor: Frutal y/o floral</p>
<p>Intensidad: Media</p>
<p>Acidez: Alta</p>
<p>Peso (gramos): 227</p>
<!---->",Cafe,"40%, 60, Acidez: Alta, Arábica, Café, Café en Grano, Café Molido, Con Cafeína, Costa Rica, Intensidad: Media, Origen, Origen: Costa Rica, Perfil de sabor: Frutal y/o floral, Todo café, Todos, Tueste Medio",Blackdrop Coffee,costa-rica-las-lajas,GRANO / 100,18990,EMDC030
Blackdrop - Café de Brasil,"<p>Sumérgete en la experiencia de un café de origen 100% Brasil. Este café captura un perfil cremoso, enriquecido con la distintiva nota achocolatada que caracteriza al café brasileño. Gracias a su proceso honey, cada taza ofrece una claridad excepcional, resaltando sabores vibrantes que te conquistarán.</p>
<p>Descubre la versatilidad de este café, perfecto para preparar en la cafetera de tu elección. Déjate llevar por el placer de cada sorbo.</p>
<p>Características:</p>
<p>Origen: Brasil, Alta Mogiana; Altitud: 1,200  metros sobre el nivel del mar</p>
<p>Notas de sabor: Chocolate, frutas deshidratadas, pasas y cuerpo cremoso e intenso.</p>
<p> Acidez: Media baja</p>
<p>Cuerpo: Cremoso</p>
<p>Proceso: Honey</p>
<p> </p>",Café,"Acidez: Baja, Acidez: Media, Brasil, Cafe, Café en Grano, Café Molido, Con Cafeína, Origen, Origen: Brasil, Perfil de sabor: Acaramelado y/o achocolatado, Todo café, Todos",Blackdrop Coffee,cafe-de-brasil,Grano / 227,13990,MCMK00036
Blackdrop - Café de Brasil,"<p>Sumérgete en la experiencia de un café de origen 100% Brasil. Este café captura un perfil cremoso, enriquecido con la distintiva nota achocolatada que caracteriza al café brasileño. Gracias a su proceso honey, cada taza ofrece una claridad excepcional, resaltando sabores vibrantes que te conquistarán.</p>
<p>Descubre la versatilidad de este café, perfecto para preparar en la cafetera de tu elección. Déjate llevar por el placer de cada sorbo.</p>
<p>Características:</p>
<p>Origen: Brasil, Alta Mogiana; Altitud: 1,200  metros sobre el nivel del mar</p>
<p>Notas de sabor: Chocolate, frutas deshidratadas, pasas y cuerpo cremoso e intenso.</p>
<p> Acidez: Media baja</p>
<p>Cuerpo: Cremoso</p>
<p>Proceso: Honey</p>
<p> </p>",Café,"Acidez: Baja, Acidez: Media, Brasil, Cafe, Café en Grano, Café Molido, Con Cafeína, Origen, Origen: Brasil, Perfil de sabor: Acaramelado y/o achocolatado, Todo café, Todos",Blackdrop Coffee,cafe-de-brasil,Molido / 227,13990,MCMK00037
Blackdrop - Café de Colombia,"<p>Este café especial, proveniente de Colombia y procesado mediante lavado, ofrece un perfil excepcionalmente frutal con matices cítricos, culminando en una taza notablemente limpia. Su sabor distinguido y sabroso encarna el perfil característico del café colombiano.</p>
<p>Una verdadera delicia para los amantes del café de alta calidad. Este café merece ser disfrutado en cada momento, brindándote una experiencia única en cada sorbo.</p>
<p>Características: </p>
<p>Origen: Colombia, Huila; Altitud: 1,600 metros sobre el nivel del mar</p>
<p>Notas de sabor: Notas a panela, caramelo, afrutado y cuerpo redondo.</p>
<p>Acidez: Media y bien balanceada</p>
<p>Cuerpo: Jugoso</p>
<p>Proceso: Lavado</p>
<p> </p>",Café,"Acidez: Media, Cafe, Café en Grano, Café Molido, Colombia, Origen, Origen: Colombia, Perfil de sabor: Frutal y/o floral, Todo café, Todos",Blackdrop Coffee,cafe-de-colombia,Grano / 227,13990,MCMK00032
Blackdrop - Café de Colombia,"<p>Este café especial, proveniente de Colombia y procesado mediante lavado, ofrece un perfil excepcionalmente frutal con matices cítricos, culminando en una taza notablemente limpia. Su sabor distinguido y sabroso encarna el perfil característico del café colombiano.</p>
<p>Una verdadera delicia para los amantes del café de alta calidad. Este café merece ser disfrutado en cada momento, brindándote una experiencia única en cada sorbo.</p>
<p>Características: </p>
<p>Origen: Colombia, Huila; Altitud: 1,600 metros sobre el nivel del mar</p>
<p>Notas de sabor: Notas a panela, caramelo, afrutado y cuerpo redondo.</p>
<p>Acidez: Media y bien balanceada</p>
<p>Cuerpo: Jugoso</p>
<p>Proceso: Lavado</p>
<p> </p>",Café,"Acidez: Media, Cafe, Café en Grano, Café Molido, Colombia, Origen, Origen: Colombia, Perfil de sabor: Frutal y/o floral, Todo café, Todos",Blackdrop Coffee,cafe-de-colombia,Molido / 227,13990,MCMK00033
Blackdrop - Café de Etiopia,"<p>Etiopía es un single origin procesado de manera natural, reconocido por su perfil frutal característico. Este café, notablemente dulce, despliega vibrantes notas a frutos rojos y envuelve el paladar con su cuerpo seductor.</p>
<p>Sumérgete en este origen directamente desde la cuna del café y descubre una experiencia única e inolvidable.</p>
<p>Características: Origen: Etiopia, Guji ; Altitud: 1,500 - 1,200 metros sobre el nivel del mar; Notas de sabor: Notas a cereza, ciruela roja, arándano y cuerpo medio.; Acidez: Media y bien balanceada; Cuerpo: Medio ; Proceso: Natural</p>
<p>Especie: Arábica</p>
<p>Café: Con Cafeína</p>
<p>Origen: Etiopía</p>
<p>Perfil de tueste: Medio</p>
<p>Perfil de sabor: Frutal y/o floral</p>
<p>Intensidad: Media</p>
<p>Acidez: Media</p>
<p>Peso (gramos): 227</p>
<!---->",Cafe,"Acidez: Media, Arábica, Café, Café en Grano, Café Molido, Con Cafeína, Etiopía, Intensidad: Media, Origen, Origen: Etiopía, Perfil de sabor: Frutal y/o floral, Todo café, Todos, Tueste Medio",Blackdrop Coffee,cafe-de-etiopia,MOLIDO / 227,13990,EMDC027
Blackdrop - Café de Etiopia,"<p>Etiopía es un single origin procesado de manera natural, reconocido por su perfil frutal característico. Este café, notablemente dulce, despliega vibrantes notas a frutos rojos y envuelve el paladar con su cuerpo seductor.</p>
<p>Sumérgete en este origen directamente desde la cuna del café y descubre una experiencia única e inolvidable.</p>
<p>Características: Origen: Etiopia, Guji ; Altitud: 1,500 - 1,200 metros sobre el nivel del mar; Notas de sabor: Notas a cereza, ciruela roja, arándano y cuerpo medio.; Acidez: Media y bien balanceada; Cuerpo: Medio ; Proceso: Natural</p>
<p>Especie: Arábica</p>
<p>Café: Con Cafeína</p>
<p>Origen: Etiopía</p>
<p>Perfil de tueste: Medio</p>
<p>Perfil de sabor: Frutal y/o floral</p>
<p>Intensidad: Media</p>
<p>Acidez: Media</p>
<p>Peso (gramos): 227</p>
<!---->",Cafe,"Acidez: Media, Arábica, Café, Café en Grano, Café Molido, Con Cafeína, Etiopía, Intensidad: Media, Origen, Origen: Etiopía, Perfil de sabor: Frutal y/o floral, Todo café, Todos, Tueste Medio",Blackdrop Coffee,cafe-de-etiopia,GRANO / 227,13990,EMDC028
Blackdrop - Café de Yemen - Hayma Dakhiliya,"<p>Desde los exóticos sabores de los frutos tropicales hasta el intenso chocolate amargo, pasando por delicados matices florales y notas de té negro, este café complejo nos transporta a otro tiempo y lugar. Yemen, considerado la cuna del café, ofrece un origen emocionante gracias a su rica historia, cultura y los perfiles únicos que caracterizan a sus cafés; sabores naturales que nos conectan con nuestras raíces.</p>
<p>Experimenta y disfruta de este café excepcional, elaborado mediante un proceso natural y utilizando la variedad peaberry, que hemos traído a Chile gracias a Qima Coffee, como parte de la línea Nano Lots and Farmers Series.</p>
<p>Características: </p>
<p>Origen: Varias regiones de Colombia; Altitud: 1,200 - 1,800 metros sobre el nivel del mar</p>
<p>Notas de sabor: Caramelo, chocolate con leche, y frutas dulces</p>
<p>Acidez: Media y bien balanceada</p>
<p>Cuerpo: Medio a completo</p>
<p>Proceso: Lavado</p>
<p> </p>",Café,"Acidez: Media, Cafe, Café en Grano, Café Molido, Colombia, Con Cafeína, Origen, Origen: Colombia, Perfil de sabor: Acaramelado y/o achocolatado, Todo café, Todos",Blackdrop Coffee,cafe-de-yemen-hayma-dakhiliya,Grano / 100,25990,MCMK00042
Blackdrop - Café de Yemen - Hayma Dakhiliya,"<p>Desde los exóticos sabores de los frutos tropicales hasta el intenso chocolate amargo, pasando por delicados matices florales y notas de té negro, este café complejo nos transporta a otro tiempo y lugar. Yemen, considerado la cuna del café, ofrece un origen emocionante gracias a su rica historia, cultura y los perfiles únicos que caracterizan a sus cafés; sabores naturales que nos conectan con nuestras raíces.</p>
<p>Experimenta y disfruta de este café excepcional, elaborado mediante un proceso natural y utilizando la variedad peaberry, que hemos traído a Chile gracias a Qima Coffee, como parte de la línea Nano Lots and Farmers Series.</p>
<p>Características: </p>
<p>Origen: Varias regiones de Colombia; Altitud: 1,200 - 1,800 metros sobre el nivel del mar</p>
<p>Notas de sabor: Caramelo, chocolate con leche, y frutas dulces</p>
<p>Acidez: Media y bien balanceada</p>
<p>Cuerpo: Medio a completo</p>
<p>Proceso: Lavado</p>
<p> </p>",Café,"Acidez: Media, Cafe, Café en Grano, Café Molido, Colombia, Con Cafeína, Origen, Origen: Colombia, Perfil de sabor: Acaramelado y/o achocolatado, Todo café, Todos",Blackdrop Coffee,cafe-de-yemen-hayma-dakhiliya,Molido / 100,25990,MCMK00043
Blackdrop - Café en cápsulas Balance,"<p>Cápsula de café compatible nespresso de tueste medio, su balance es producto de dos arábicas de gran calidad que al mezclarlas dan lugar a un complejo sabor acaramelado con un sutil retrogusto cítrico dando lugar a un balance armónico que nos permite disfrutar este café en todo momento unico.</p>
<p>Características: Blend de Honduras Copan, lavado &amp; Colombia Huila, lavado</p>
<p> </p>",Café en Cápsula,"Cafe, Capsula, Con Cafeína, Origen, Perfil de sabor: Acaramelado y/o achocolatado, Todo café, Todos, Tueste Medio",Blackdrop Coffee,cafe-en-capsulas-balance,Default Title,8990,MCMK00003
Blackdrop - Café en cápsulas Blackbird,"<p>Cápsula de café compatible con cafeteras nespresso, café de tueste medio alto con una penetrante intensidad en su principal nota achocolatada, pasando por frutos secos y un perdurable residual maderoso que te hará recordar el ultimo sorbo.</p>
<p>Intensidad y cuerpo.</p>
<p>Características: Blend de Brasil cerrado mineiro, Natural &amp; India Kerala, Natural</p>
<p> </p>",Café en Cápsula,"Blend, Brasil, Café, Capsula, Con Cafeína, Origen, Origen: Brasil, Perfil de sabor: Acaramelado y/o achocolatado, Todo café, Todos, Tueste Medio, Tueste: Intenso",Blackdrop Coffee,cafe-en-capsulas-blackbird,Default Title,8990,MCMK00002
Blackdrop - Café en cápsulas Brasil,"<p>Cápsula de café compatible nespresso de tueste medio alto, origen Brasil. Este café encarna el clásico y famoso sabor del gigante cafetero, un café de perfil achocolatado, especiado, de acidez baja y con un envolvente cuerpo cremoso.</p><p>Imperdible.</p><p>Características: Origen: Brasil, Alta Mogiana; Altitud: 1,200  metros sobre el nivel del mar; Notas de sabor: Chocolate, frutas deshidratadas, pasas y cuerpo cremoso e intenso.; Acidez: Media baja; Cuerpo: Cremoso; Proceso: Honey</p><script src=""chrome-extension://lopnbnfpjmgpbppclhclehhgafnifija/aiscripts/script-main.js""></script><script src=""chrome-extension://lopnbnfpjmgpbppclhclehhgafnifija/aiscripts/script-main.js""></script>",Café en Cápsula,"Acidez: Baja, Acidez: Media, Brasil, Café, Capsula, Con Cafeína, Origen, Origen: Brasil, Perfil de sabor: Acaramelado y/o achocolatado, Todo café, Todos, Tueste Medio",Blackdrop Coffee,cafe-en-capsulas-brasil,Default Title,8990,MCMK00007
Blackdrop - Café en cápsulas Colombia,"<p>Cápsulas de café compatible con nespresso, de tueste medio, y de origen Colombia. Un café perdurable en boca, marcado por toques frutales, en especifico a frutas amarillas y con un cuerpo delicado.</p><p>Este café encarna a la perfección el perfil de café del eje cafetero Colombiano, Disfrútalo</p><p>Características: Origen: Colombia, Huila; Altitud: 1,600 metros sobre el nivel del mar; Notas de sabor: Notas a panela, caramelo, afrutado y cuerpo redondo.; Acidez: Media y bien balanceada; Cuerpo: Jugoso; Proceso: Lavado</p><script src=""chrome-extension://lopnbnfpjmgpbppclhclehhgafnifija/aiscripts/script-main.js""></script>",Café en Cápsula,"Acidez: Media, Café, Capsula, Colombia, Con Cafeína, Origen, Origen: Colombia, Perfil de sabor: Frutal y/o floral, Todo café, Todos, Tueste Medio",Blackdrop Coffee,cafe-en-capsulas-colombia,Default Title,8990,MCMK00005
Blackdrop - Café en cápsulas Connections,"<div class=""product-info__description"">
<div class=""prose"">
<p data-start=""37"" data-end=""277"">Connections es un blend atípico compuesto por cafés de tres orígenes, Sudamérica, Asia y África. Diseñado para capturar la sinergia de la riqueza de sabores de cada continente, este café en cápsulas ofrece una experiencia sensorial diferente.</p>
<p data-start=""279"" data-end=""465"">Su perfil combina las notas florales de las arábicas africanas, con el carácter amaderado y especiado del café asiático y el perfil achocolatado de Sudamérica, logrando una mezcla envolvente, cremosa y equilibrada.</p>
<p>Prefierelo en espresso.</p>
<p>Un café para todo momento.</p>
<p>Tipo de Cápsula:<span> </span><span>Aluminio reciclable</span></p>
</div>
</div>
<div class=""product-info__liquid"">
<div>Espresso</div>
<br>
</div>",Café en Cápsula,"Cafe, Capsula, Origen, Perfil de sabor: Acaramelado y/o achocolatado, Todo café, Todos, Tueste Medio",Blackdrop Coffee,blackdrop-cafe-en-capsulas-neo-descafeinado-copia,Default Title,8990,MCMK00075
Blackdrop - Café en cápsulas Etiopía,"<p>Experimenta la excelencia en cada taza con nuestra Cápsula de Café Compatible con Nespresso, proveniente de los exuberantes campos de Etiopía. Con un tueste medio cuidadosamente realizado, este café desvela un perfil distintivo que combina la vibrante frescura de los frutos rojos con sutiles notas florales. Descubre una experiencia sensorial única, donde una suave acidez media baja complementa a la perfección un regusto delicadamente achocolatado. </p>
<p>Características: Origen: Etiopia, Guji ; Altitud: 1,500 - 1,200 metros sobre el nivel del mar; Notas de sabor: Notas a cereza, ciruela roja, arandano y cuerpo medio.; Acidez: Media y bien balanceada; Cuerpo: Medio ; Proceso: Natural</p>
<p> </p>",Café en Cápsula,"Acidez: Media, Café, Capsula, Con Cafeína, Etiopía, Origen, Origen: Etiopía, Perfil de sabor: Frutal y/o floral, Todo café, Todos, Tueste Medio",Blackdrop Coffee,cafe-en-capsulas-etiopia,Default Title,8990,MCMK00006
